359
659 9 9 6291488 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 3 6291488 0 0 0 0 3 0 3 0 0 0 0 6291488 0 0 0 0 0 0 3 6291488 0 0 0 0 0 0 0 0 0 0 0 0 3 6291488 0 0 0 0 0 0 3 0 3 0 3 0 0 0 0 0 0 0 0 6291488 0 0 1 0 8 1 8 0 2 4194305 0.14 0.14 0.86 0.86 0.09 0.09 8  0 0 1 -1 0 0 
661 13 13 0 0 6291488 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 0 6291488 0 0 0 6291488 0 0 0 0 0 6291488 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 3 0 3 0 0 0 0 6291488 0 0 0 6291488 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 6291488 3 0 0 0 0 0 0 0 0 0 3 0 3 0 0 0 0 6291488 0 0 3 0 0 2 0 0 3 6291488 0 0 0 0 0 0 0 0 3 0 0 0 0 6291488 3 0 0 0 0 6291488 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6291488 1 8 8 1 4 0 2 4194305 0.122 0.122 0.878 0.878 0.063 0.063 8  0 0 1 -1 0 0 
706 17 17 6291488 0 0 0 0 0 0 0 6291488 0 0 0 0 0 0 0 6291488 0 0 3 0 0 0 0 0 3 0 3 0 3 0 0 0 0 0 0 0 0 6291488 0 0 0 0 0 0 0 6291488 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 6291488 0 0 0 0 0 0 3 0 3 0 0 6291488 3 2 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 6291488 3 0 0 0 3 6291488 0 0 0 6291488 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 6291488 3 0 3 6291488 0 0 3 0 0 0 0 0 0 6291488 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 6291488 0 0 0 0 0 6291488 0 0 0 6291488 3 0 0 0 0 0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 3 6291488 0 0 0 0 0 0 0 0 0 0 0 6291488 0 0 0 0 0 0 3 0 3 0 0 0 0 0 3 0 3 0 0 6291488 3 0 3 2 0 0 0 6291488 3 0 0 6291488 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 3 4 16 16 14 14 4 1 16 0 2 4194305 0.095 0.104 0.887 0.896 0.0495 0.0495 8  1 0 1 -1 0 0 
41906 11 11 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 6291490 0 0 3145728 0 0 0 3145728 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 3145728 0 3145728 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 5242880 6291488 0 6291488 0 0 0 0 0 0 0 0 3145728 0 3145728 0 5242880 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 5242880 6291488 0 6291488 5242880 6291488 0 6291488 0 0 0 0 3145728 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 5242880 6291488 0 6291490 2 0 10 10 10 1 6 0 2 4194305 0.09 0.09 0.91 0.91 0.082 0.082 8  1 0 1 -1 0 0 
41909 11 11 2 0 6291488 5242880 6291488 0 6291488 0 6291488 0 6291488 3145728 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 5242880 6291488 0 6291488 0 6291488 5242880 6291488 0 0 0 0 3145728 0 3145728 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 3145728 0 0 0 0 0 0 6291488 5242880 6291488 0 6291488 5242880 6291488 0 6291488 0 6291488 0 0 3145728 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 5242880 6291488 0 6291488 0 6291488 0 0 0 0 3145728 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 1 0 0 2 10 0 1 2097153 10 10 1 2097153 0.122 0.122 0.878 0.878 0.0756 0.0756 8  1 0 1 -1 0 0 
41329 9 9 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 132618 0 198154 0 0 0 0 0 6291488 0 6291488 0 2 0 6291488 0 6291488 0 0 0 67082 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 132618 0 198154 0 198154 0 0 0 6291488 0 6291488 0 6291488 0 6291488 1 4 4 1 8 0 4 1 0.08675 0.08675 0.91325 0.91325 0.103312 0.103312 140  0 0 1 -1 0 0 
19620 9 9 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 286331912 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 17896456 0 0 0 0 0 0 0 6291488 0 6291488 0 2 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 1 4 4 1 8 0 2 4194305 0.08675 0.08675 0.91325 0.91325 0.103312 0.103312 8204  0 0 1 -1 0 0 
93 9 9 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 3145728 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 3145728 0 0 0 0 2 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 5242880 6291488 0 0 3145728 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 1 4 0 1 8 0 2 4194305 0.14 0.14 0.86 0.86 0.09 0.09 8  1 0 1 -1 0 0 
94 11 11 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 2 0 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 5242880 6291488 0 6291488 0 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 5242880 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 3145728 0 3145728 0 0 6291488 0 6291488 0 6291488 5242880 6291488 0 6291488 5242880 6291488 0 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 5242880 6291488 0 0 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 0 5242880 6291488 0 6291488 1 0 10 1 10 6 1 2097153 0.14 0.14 0.86 0.86 0.072 0.072 8  1 0 1 -1 0 0 
95 9 9 6291488 0 6291488 0 0 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 6291490 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 6291488 0 6291488 0 6291488 0 6291488 0 6291488 0 0 0 0 0 0 0 0 0 6291488 0 6291490 0 6291488 0 6291490 0 6291488 3 8 2 8 6 4 0 1 0 4 0 2097153 0.14 0.14 0.86 0.86 0.09 0.09 8  1 0 1 -1 0 0 
